"fecha","id_local","id_articulo","venta","cantidad_vendida","precio_unitario","costo_de_venta","margen_bruto","porcentaje_descuento","local","articulo","categoria","tamaño_local","ubicacion_local"
"2023-01-01 00:00:00","Local_2","68","174.58","4","43.64","78.56","96.02","0","Matriz","ART_068","Deportes","grande","centro"
"2023-01-01 00:00:00","Local_2","71","493.8","6","82.3","148.14","345.66","0","Matriz","ART_071","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","73","177.21","3","65.63","59.07","118.14","0.1","Matriz","ART_073","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","74","446.5","5","89.3","133.95","312.55","0","Matriz","ART_074","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","75","280.8","4","70.2","84.24","196.56","0","Matriz","ART_075","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","76","75.93","1","75.93","22.78","53.15","0","Matriz","ART_076","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","77","609.3","9","67.7","182.79","426.51","0","Matriz","ART_077","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","78","639.83","11","58.17","191.95","447.88","0","Matriz","ART_078","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","79","249.83","5","49.97","74.95","174.88","0","Matriz","ART_079","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","80","68.57","1","68.57","20.57","48","0","Matriz","ART_080","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","82","142.31","2","74.9","44.94","97.37","0.05","Matriz","ART_082","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","83","419.6","6","69.93","125.88","293.72","0","Matriz","ART_083","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","84","39.95","2","24.97","14.98","24.97","0.2","Matriz","ART_084","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","85","24.27","1","24.27","7.28","16.99","0","Matriz","ART_085","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","86","282","6","47","84.6","197.4","0","Matriz","ART_086","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_2","87","405.96","4","112.77","135.32","270.64","0.1","Matriz","ART_087","Belleza","grande","centro"
"2023-01-01 00:00:00","Local_3","14","1087.53","1","1087.53","652.52","435.01","0","Sucursal CCI","ART_014","Electrónica","grande","comercial"
"2023-01-01 00:00:00","Local_3","18","268.44","2","141.29","98.9","169.54","0.05","Sucursal CCI","ART_018","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","19","123.47","1","129.97","45.49","77.98","0.05","Sucursal CCI","ART_019","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","20","106.31","1","106.31","37.21","69.1","0","Sucursal CCI","ART_020","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","21","185.81","2","103.23","72.26","113.55","0.1","Sucursal CCI","ART_021","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","22","207.66","2","103.83","72.68","134.98","0","Sucursal CCI","ART_022","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","23","100.24","1","105.51","36.93","63.31","0.05","Sucursal CCI","ART_023","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","24","131.86","1","131.86","46.15","85.71","0","Sucursal CCI","ART_024","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","25","134.2","1","149.11","52.19","82.01","0.1","Sucursal CCI","ART_025","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","26","175.97","1","175.97","61.59","114.38","0","Sucursal CCI","ART_026","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","27","195.09","2","97.54","68.28","126.81","0","Sucursal CCI","ART_027","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","28","93.7","1","104.11","36.44","57.26","0.1","Sucursal CCI","ART_028","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","29","101.31","1","101.31","35.46","65.85","0","Sucursal CCI","ART_029","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","30","95.43","1","95.43","33.4","62.03","0","Sucursal CCI","ART_030","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","32","84.91","1","106.14","37.15","47.76","0.2","Sucursal CCI","ART_032","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","33","91.49","1","91.49","32.02","59.47","0","Sucursal CCI","ART_033","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","36","152.14","1","152.14","53.25","98.89","0","Sucursal CCI","ART_036","Textil","grande","comercial"
"2023-01-01 00:00:00","Local_3","37","104.64","1","104.64","52.32","52.32","0","Sucursal CCI","ART_037","Hogar","grande","comercial"
"2023-01-01 00:00:00","Local_3","38","44.3","1","44.3","22.15","22.15","0","Sucursal CCI","ART_038","Hogar","grande","comercial"
"2023-01-01 00:00:00","Local_3","43","64.6","1","64.6","32.3","32.3","0","Sucursal CCI","ART_043","Hogar","grande","comercial"
"2023-01-01 00:00:00","Local_3","48","94.14","1","94.14","47.07","47.07","0","Sucursal CCI","ART_048","Hogar","grande","comercial"
"2023-01-01 00:00:00","Local_3","49","103.86","1","103.86","51.93","51.93","0","Sucursal CCI","ART_049","Hogar","grande","comercial"
"2023-01-01 00:00:00","Local_3","51","153.92","1","162.02","81.01","72.91","0.05","Sucursal CCI","ART_051","Hogar","grande","comercial"
"2023-01-01 00:00:00","Local_3","55","158.08","2","83.2","74.88","83.2","0.05","Sucursal CCI","ART_055","Deportes","grande","comercial"
"2023-01-01 00:00:00","Local_3","58","115.16","1","121.22","54.55","60.61","0.05","Sucursal CCI","ART_058","Deportes","grande","comercial"
"2023-01-01 00:00:00","Local_3","59","65.87","1","65.87","29.64","36.23","0","Sucursal CCI","ART_059","Deportes","grande","comercial"
"2023-01-01 00:00:00","Local_3","60","72.78","1","72.78","32.75","40.03","0","Sucursal CCI","ART_060","Deportes","grande","comercial"
"2023-01-01 00:00:00","Local_3","62","186.22","1","186.22","83.8","102.42","0","Sucursal CCI","ART_062","Deportes","grande","comercial"
"2023-01-01 00:00:00","Local_3","63","112.78","1","112.78","50.75","62.03","0","Sucursal CCI","ART_063","Deportes","grande","comercial"
"2023-01-01 00:00:00","Local_3","64","106.4","1","112","50.4","56","0.05","Sucursal CCI","ART_064","Deportes","grande","comercial"
"2023-01-01 00:00:00","Local_3","66","105.8","1","132.24","59.51","46.29","0.2","Sucursal CCI","ART_066","Deportes","grande","comercial"
"2023-01-01 00:00:00","Local_3","68","130.93","3","43.64","58.92","72.01","0","Sucursal CCI","ART_068","Deportes","grande","comercial"
"2023-01-01 00:00:00","Local_3","71","411.5","5","82.3","123.45","288.05","0","Sucursal CCI","ART_071","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","73","118.14","2","65.63","39.38","78.76","0.1","Sucursal CCI","ART_073","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","74","357.2","4","89.3","107.16","250.04","0","Sucursal CCI","ART_074","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","75","280.8","4","70.2","84.24","196.56","0","Sucursal CCI","ART_075","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","77","541.6","8","67.7","162.48","379.12","0","Sucursal CCI","ART_077","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","78","523.5","9","58.17","157.05","366.45","0","Sucursal CCI","ART_078","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","79","199.87","4","49.97","59.96","139.91","0","Sucursal CCI","ART_079","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","82","71.15","1","74.9","22.47","48.68","0.05","Sucursal CCI","ART_082","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","83","349.67","5","69.93","104.9","244.77","0","Sucursal CCI","ART_083","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","84","19.97","1","24.97","7.49","12.48","0.2","Sucursal CCI","ART_084","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","85","24.27","1","24.27","7.28","16.99","0","Sucursal CCI","ART_085","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","86","235","5","47","70.5","164.5","0","Sucursal CCI","ART_086","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_3","87","304.47","3","112.77","101.49","202.98","0.1","Sucursal CCI","ART_087","Belleza","grande","comercial"
"2023-01-01 00:00:00","Local_5","46","102.02","1","102.02","51.01","51.01","0","La Magdalena","ART_046","Hogar","mediano","centro"
"2023-01-01 00:00:00","Local_5","77","67.7","1","67.7","20.31","47.39","0","La Magdalena","ART_077","Belleza","mediano","centro"
"2023-01-01 00:00:00","Local_5","78","116.33","2","58.17","34.9","81.43","0","La Magdalena","ART_078","Belleza","mediano","centro"
"2023-01-02 00:00:00","Local_1","78","58.17","1","58.17","17.45","40.72","0","Sucursal Norte","ART_078","Belleza","mediano","periferia"
"2023-01-02 00:00:00","Local_2","18","127.16","1","141.29","49.45","77.71","0.1","Matriz","ART_018","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","20","106.31","1","106.31","37.21","69.1","0","Matriz","ART_020","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","21","82.58","1","103.23","36.13","46.45","0.2","Matriz","ART_021","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","22","186.89","2","103.83","72.68","114.21","0.1","Matriz","ART_022","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","24","131.86","1","131.86","46.15","85.71","0","Matriz","ART_024","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","27","97.54","1","97.54","34.14","63.4","0","Matriz","ART_027","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","30","95.43","1","95.43","33.4","62.03","0","Matriz","ART_030","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","32","84.91","1","106.14","37.15","47.76","0.2","Matriz","ART_032","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","33","91.49","1","91.49","32.02","59.47","0","Matriz","ART_033","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","36","144.54","1","152.14","53.25","91.29","0.05","Matriz","ART_036","Textil","grande","centro"
"2023-01-02 00:00:00","Local_2","38","44.3","1","44.3","22.15","22.15","0","Matriz","ART_038","Hogar","grande","centro"
"2023-01-02 00:00:00","Local_2","43","64.6","1","64.6","32.3","32.3","0","Matriz","ART_043","Hogar","grande","centro"
"2023-01-02 00:00:00","Local_2","49","103.86","1","103.86","51.93","51.93","0","Matriz","ART_049","Hogar","grande","centro"
"2023-01-02 00:00:00","Local_2","55","133.12","2","83.2","74.88","58.24","0.2","Matriz","ART_055","Deportes","grande","centro"
"2023-01-02 00:00:00","Local_2","58","121.22","1","121.22","54.55","66.67","0","Matriz","ART_058","Deportes","grande","centro"
"2023-01-02 00:00:00","Local_2","60","72.78","1","72.78","32.75","40.03","0","Matriz","ART_060","Deportes","grande","centro"
"2023-01-02 00:00:00","Local_2","62","167.6","1","186.22","83.8","83.8","0.1","Matriz","ART_062","Deportes","grande","centro"
"2023-01-02 00:00:00","Local_2","68","117.84","3","43.64","58.92","58.92","0.1","Matriz","ART_068","Deportes","grande","centro"
"2023-01-02 00:00:00","Local_2","71","329.2","4","82.3","98.76","230.44","0","Matriz","ART_071","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","73","52.51","1","65.63","19.69","32.82","0.2","Matriz","ART_073","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","74","267.9","3","89.3","80.37","187.53","0","Matriz","ART_074","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","75","140.4","2","70.2","42.12","98.28","0","Matriz","ART_075","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","77","406.2","6","67.7","121.86","284.34","0","Matriz","ART_077","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","78","465.33","8","58.17","139.6","325.73","0","Matriz","ART_078","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","79","149.9","3","49.97","44.97","104.93","0","Matriz","ART_079","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","83","279.73","4","69.93","83.92","195.81","0","Matriz","ART_083","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","85","291.2","12","24.27","87.36","203.84","0","Matriz","ART_085","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","86","188","4","47","56.4","131.6","0","Matriz","ART_086","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_2","87","202.98","2","112.77","67.66","135.32","0.1","Matriz","ART_087","Belleza","grande","centro"
"2023-01-02 00:00:00","Local_3","18","127.16","1","141.29","49.45","77.71","0.1","Sucursal CCI","ART_018","Textil","grande","comercial"
"2023-01-02 00:00:00","Local_3","21","82.58","1","103.23","36.13","46.45","0.2","Sucursal CCI","ART_021","Textil","grande","comercial"
"2023-01-02 00:00:00","Local_3","22","93.45","1","103.83","36.34","57.11","0.1","Sucursal CCI","ART_022","Textil","grande","comercial"
"2023-01-02 00:00:00","Local_3","24","131.86","1","131.86","46.15","85.71","0","Sucursal CCI","ART_024","Textil","grande","comercial"
"2023-01-02 00:00:00","Local_3","27","97.54","1","97.54","34.14","63.4","0","Sucursal CCI","ART_027","Textil","grande","comercial"
"2023-01-02 00:00:00","Local_3","30","95.43","1","95.43","33.4","62.03","0","Sucursal CCI","ART_030","Textil","grande","comercial"
"2023-01-02 00:00:00","Local_3","33","91.49","1","91.49","32.02","59.47","0","Sucursal CCI","ART_033","Textil","grande","comercial"
"2023-01-02 00:00:00","Local_3","37","104.64","1","104.64","52.32","52.32","0","Sucursal CCI","ART_037","Hogar","grande","comercial"
"2023-01-02 00:00:00","Local_3","38","44.3","1","44.3","22.15","22.15","0","Sucursal CCI","ART_038","Hogar","grande","comercial"
"2023-01-02 00:00:00","Local_3","42","222.7","3","78.14","117.21","105.49","0.05","Sucursal CCI","ART_042","Hogar","grande","comercial"
"2023-01-02 00:00:00","Local_3","43","64.6","1","64.6","32.3","32.3","0","Sucursal CCI","ART_043","Hogar","grande","comercial"
"2023-01-02 00:00:00","Local_3","55","66.56","1","83.2","37.44","29.12","0.2","Sucursal CCI","ART_055","Deportes","grande","comercial"
"2023-01-02 00:00:00","Local_3","60","72.78","1","72.78","32.75","40.03","0","Sucursal CCI","ART_060","Deportes","grande","comercial"
"2023-01-02 00:00:00","Local_3","62","167.6","1","186.22","83.8","83.8","0.1","Sucursal CCI","ART_062","Deportes","grande","comercial"
"2023-01-02 00:00:00","Local_3","68","117.84","3","43.64","58.92","58.92","0.1","Sucursal CCI","ART_068","Deportes","grande","comercial"
"2023-01-02 00:00:00","Local_3","71","246.9","3","82.3","74.07","172.83","0","Sucursal CCI","ART_071","Belleza","grande","comercial"
"2023-01-02 00:00:00","Local_3","74","178.6","2","89.3","53.58","125.02","0","Sucursal CCI","ART_074","Belleza","grande","comercial"
"2023-01-02 00:00:00","Local_3","75","140.4","2","70.2","42.12","98.28","0","Sucursal CCI","ART_075","Belleza","grande","comercial"
"2023-01-02 00:00:00","Local_3","77","338.5","5","67.7","101.55","236.95","0","Sucursal CCI","ART_077","Belleza","grande","comercial"
"2023-01-02 00:00:00","Local_3","78","349","6","58.17","104.7","244.3","0","Sucursal CCI","ART_078","Belleza","grande","comercial"
"2023-01-02 00:00:00","Local_3","79","99.93","2","49.97","29.98","69.95","0","Sucursal CCI","ART_079","Belleza","grande","comercial"
"2023-01-02 00:00:00","Local_3","83","209.8","3","69.93","62.94","146.86","0","Sucursal CCI","ART_083","Belleza","grande","comercial"
"2023-01-02 00:00:00","Local_3","86","141","3","47","42.3","98.7","0","Sucursal CCI","ART_086","Belleza","grande","comercial"
"2023-01-02 00:00:00","Local_3","87","101.49","1","112.77","33.83","67.66","0.1","Sucursal CCI","ART_087","Belleza","grande","comercial"
"2023-01-02 00:00:00","Local_5","43","129.2","2","64.6","64.6","64.6","0","La Magdalena","ART_043","Hogar","mediano","centro"
"2023-01-03 00:00:00","Local_1","37","104.64","1","104.64","52.32","52.32","0","Sucursal Norte","ART_037","Hogar","mediano","periferia"
"2023-01-03 00:00:00","Local_1","78","58.17","1","58.17","17.45","40.72","0","Sucursal Norte","ART_078","Belleza","mediano","periferia"
"2023-01-03 00:00:00","Local_2","18","141.29","1","141.29","49.45","91.84","0","Matriz","ART_018","Textil","grande","centro"
"2023-01-03 00:00:00","Local_2","20","95.68","1","106.31","37.21","58.47","0.1","Matriz","ART_020","Textil","grande","centro"
"2023-01-03 00:00:00","Local_2","21","92.91","1","103.23","36.13","56.78","0.1","Matriz","ART_021","Textil","grande","centro"
"2023-01-03 00:00:00","Local_2","22","103.83","1","103.83","36.34","67.49","0","Matriz","ART_022","Textil","grande","centro"
"2023-01-03 00:00:00","Local_2","24","131.86","1","131.86","46.15","85.71","0","Matriz","ART_024","Textil","grande","centro"
"2023-01-03 00:00:00","Local_2","27","156.07","2","97.54","68.28","87.79","0.2","Matriz","ART_027","Textil","grande","centro"
"2023-01-03 00:00:00","Local_2","30","95.43","1","95.43","33.4","62.03","0","Matriz","ART_030","Textil","grande","centro"
"2023-01-03 00:00:00","Local_2","33","91.49","1","91.49","32.02","59.47","0","Matriz","ART_033","Textil","grande","centro"
"2023-01-03 00:00:00","Local_2","36","152.14","1","152.14","53.25","98.89","0","Matriz","ART_036","Textil","grande","centro"
"2023-01-03 00:00:00","Local_2","38","44.3","1","44.3","22.15","22.15","0","Matriz","ART_038","Hogar","grande","centro"
"2023-01-03 00:00:00","Local_2","43","64.6","1","64.6","32.3","32.3","0","Matriz","ART_043","Hogar","grande","centro"
"2023-01-03 00:00:00","Local_2","49","103.86","1","103.86","51.93","51.93","0","Matriz","ART_049","Hogar","grande","centro"
"2023-01-03 00:00:00","Local_2","55","83.2","1","83.2","37.44","45.76","0","Matriz","ART_055","Deportes","grande","centro"
"2023-01-03 00:00:00","Local_2","58","121.22","1","121.22","54.55","66.67","0","Matriz","ART_058","Deportes","grande","centro"
"2023-01-03 00:00:00","Local_2","60","65.5","1","72.78","32.75","32.75","0.1","Matriz","ART_060","Deportes","grande","centro"
"2023-01-03 00:00:00","Local_2","62","186.22","1","186.22","83.8","102.42","0","Matriz","ART_062","Deportes","grande","centro"
"2023-01-03 00:00:00","Local_2","68","130.93","3","43.64","58.92","72.01","0","Matriz","ART_068","Deportes","grande","centro"
"2023-01-03 00:00:00","Local_2","71","329.2","4","82.3","98.76","230.44","0","Matriz","ART_071","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_2","73","1122.33","18","65.63","354.42","767.91","0.05","Matriz","ART_073","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_2","74","267.9","3","89.3","80.37","187.53","0","Matriz","ART_074","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_2","75","140.4","2","70.2","42.12","98.28","0","Matriz","ART_075","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_2","77","426.51","7","67.7","142.17","284.34","0.1","Matriz","ART_077","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_2","78","465.33","8","58.17","139.6","325.73","0","Matriz","ART_078","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_2","79","149.9","3","49.97","44.97","104.93","0","Matriz","ART_079","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_2","83","279.73","4","69.93","83.92","195.81","0","Matriz","ART_083","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_2","86","188","4","47","56.4","131.6","0","Matriz","ART_086","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_2","87","225.53","2","112.77","67.66","157.87","0","Matriz","ART_087","Belleza","grande","centro"
"2023-01-03 00:00:00","Local_3","18","141.29","1","141.29","49.45","91.84","0","Sucursal CCI","ART_018","Textil","grande","comercial"
"2023-01-03 00:00:00","Local_3","21","92.91","1","103.23","36.13","56.78","0.1","Sucursal CCI","ART_021","Textil","grande","comercial"
"2023-01-03 00:00:00","Local_3","22","103.83","1","103.83","36.34","67.49","0","Sucursal CCI","ART_022","Textil","grande","comercial"
"2023-01-03 00:00:00","Local_3","24","131.86","1","131.86","46.15","85.71","0","Sucursal CCI","ART_024","Textil","grande","comercial"
"2023-01-03 00:00:00","Local_3","27","156.07","2","97.54","68.28","87.79","0.2","Sucursal CCI","ART_027","Textil","grande","comercial"
"2023-01-03 00:00:00","Local_3","30","95.43","1","95.43","33.4","62.03","0","Sucursal CCI","ART_030","Textil","grande","comercial"
"2023-01-03 00:00:00","Local_3","33","91.49","1","91.49","32.02","59.47","0","Sucursal CCI","ART_033","Textil","grande","comercial"
"2023-01-03 00:00:00","Local_3","38","44.3","1","44.3","22.15","22.15","0","Sucursal CCI","ART_038","Hogar","grande","comercial"
"2023-01-03 00:00:00","Local_3","39","119.42","1","119.42","59.71","59.71","0","Sucursal CCI","ART_039","Hogar","grande","comercial"
"2023-01-03 00:00:00","Local_3","43","64.6","1","64.6","32.3","32.3","0","Sucursal CCI","ART_043","Hogar","grande","comercial"
"2023-01-03 00:00:00","Local_3","44","64.64","1","64.64","32.32","32.32","0","Sucursal CCI","ART_044","Hogar","grande","comercial"
"2023-01-03 00:00:00","Local_3","48","282.42","3","94.14","141.21","141.21","0","Sucursal CCI","ART_048","Hogar","grande","comercial"
"2023-01-03 00:00:00","Local_3","55","83.2","1","83.2","37.44","45.76","0","Sucursal CCI","ART_055","Deportes","grande","comercial"
"2023-01-03 00:00:00","Local_3","60","65.5","1","72.78","32.75","32.75","0.1","Sucursal CCI","ART_060","Deportes","grande","comercial"
"2023-01-03 00:00:00","Local_3","68","87.29","2","43.64","39.28","48.01","0","Sucursal CCI","ART_068","Deportes","grande","comercial"
"2023-01-03 00:00:00","Local_3","71","246.9","3","82.3","74.07","172.83","0","Sucursal CCI","ART_071","Belleza","grande","comercial"
"2023-01-03 00:00:00","Local_3","73","935.27","15","65.63","295.35","639.92","0.05","Sucursal CCI","ART_073","Belleza","grande","comercial"
"2023-01-03 00:00:00","Local_3","74","178.6","2","89.3","53.58","125.02","0","Sucursal CCI","ART_074","Belleza","grande","comercial"
"2023-01-03 00:00:00","Local_3","75","140.4","2","70.2","42.12","98.28","0","Sucursal CCI","ART_075","Belleza","grande","comercial"
"2023-01-03 00:00:00","Local_3","77","365.58","6","67.7","121.86","243.72","0.1","Sucursal CCI","ART_077","Belleza","grande","comercial"
